774,6656
394,2165
34,7387
6,17663
192,13056
175,12663
400,2533
699,19776
32,6197
40,7584
398,12682
779,20419
783,20447
347,16179
904,20205
377,3486
408,17361
812,6232
788,20477
970,21951
656,19508
377,3914
34,6819
739,1485
168,7023
351,5922
131,11336
140,11615
32,6210
381,16733
498,3634
34,6742
217,8136
627,1791
769,44598
858,21336
377,4483
119,10971
175,12538
166,4886
338,16075
279,3093
398,8045
948,21834
11,5225
265,15171
97,10281
104,10519
656,19510
774,20367
394,2413
189,12938
272,15318
271,216
216,271
32,6207
306,216
216,306
883,21528
128,11212
105,10540
559,18756
190,13035
413,12342
377,3993
637,19421
796,5078
703,19831
34,6380
400,1484
59,8939
377,4386
37,0
0,37
377,3621
225,14170
363,10221
331,15967
653,19492
826,20976
377,3345
115,10865
474,17866
615,14165
281,15394
498,18057
58,8783
281,15384
364,16468
600,19097
668,19592
131,11293
902,3450
829,21027
960,12913
397,16956
796,20606
220,4462
381,16796
225,14041
366,16529
879,394
394,879
73,9464
740,20213
781,400
400,781
140,11617
377,3261
52,2481
586,394
394,586
41,7642
217,1207
886,21555
34,7280
377,3326
344,16161
158,12201
821,20901
446,17717
631,19360
381,16877
98,10293
377,4014
699,19779
152,12037
799,2593
290,15705
34,7415
143,3079
345,16173
585,18958
394,1834
281,15414
182,2679
861,21364
284,15649
225,14120
117,15
15,117
850,21294
116,10929
284,10736
225,14333
217,13757
805,394
394,805
496,17998
928,7441
85,9830
255,15067
34,6690
225,14239
23,5918
105,10539
855,12132
377,3804
85,8286
225,14267
377,4632
115,7701
104,10486
217,13755
377,3418
602,3253
153,12080
632,42655
377,4455
394,2185
676,19656
225,14422
377,4272
394,2082
81,9666
225,14411
377,3421
66,9228
895,225
225,895
19,151
151,19
394,2063
829,21025
885,9195
66,9150
340,9613
518,5004
741,20219
377,3262
205,2353
265,15201
17,5465
217,13742
835,21071
710,19933
265,15202
392,16934
8,5175
34,6666
34,6973
786,20465
339,16087
112,10720
34,6497
584,394
394,584
427,17574
239,14835
225,14688
281,15452
341,16153
416,17472
766,20314
354,16319
434,17628
103,10417
671,19638
812,5056
318,15887
34,6524
185,7794
377,4518
377,4415
110,10565
225,14183
498,18056
563,18792
394,2133
557,18725
186,2512
282,15492
575,18888
48,8243
963,5729
246,14999
103,10410
195,13152
14,5412
406,17250
377,4358
629,19347
195,5078
638,7567
888,21559
692,546
546,692
671,19621
516,18326
136,3348
394,1909
812,20807
515,18321
844,12106
12,5252
48,8277
225,14622
68,3500
880,21517
190,12997
74,9554
179,2558
59,9046
192,1646
34,7237
766,20316
85,9752
354,16320
599,19076
394,1998
729,20069
34,6982
47,8099
74,9533
46,7698
787,394
394,787
104,10521
381,16815
833,10488
550,17661
14,5408
225,14083
981,21974
737,15458
778,16635
34,6467
844,21197
58,8751
219,13896
225,14379
403,17133
713,394
394,713
377,3999
903,21594
318,11976
97,10240
886,2470
662,19542
284,15652
376,16716
377,4550
602,19140
627,2674
217,13651
394,1423
192,11680
308,15755
835,21138
921,11879
377,3746
374,16610
377,4296
508,18267
377,4145
818,20888
397,17004
807,20710
394,1755
34,6860
876,21502
79,9614
53,1201
40,7541
498,16222
376,16640
498,18038
849,21236
616,19234
225,14383
115,10862
637,19415
377,3865
216,75151
377,4207
207,13480
225,14526
772,20350
394,1562
498,18035
585,18956
175,12516
143,6393
145,11885
32,6220
746,2813
171,12370
376,16638
377,4513
274,15351
225,14235
394,2311
270,2838
34,6854
34,7232
49,8365
720,7559
259,216
216,259
182,10369
34,6926
657,19512
945,7691
349,16269
66,9276
826,20972
394,1399
807,20717
868,21403
400,2543
546,48714
153,20352
47,8093
184,12413
235,5357
637,19423
850,21284
34,6856
408,17346
498,18050
157,12184
394,1394
394,1083
779,20405
225,14085
394,2368
30,0
0,30
377,4466
333,216
216,333
263,15088
968,21929
34,6911
374,16593
394,2169
58,8864
336,7462
147,17
17,147
394,1376
34,6416
737,20177
217,13809
890,21564
46,7896
186,2334
954,21871
498,46872
81,9660
779,20426
175,12547
746,225
225,746
510,11989
338,16059
50,143
143,50
377,4622
225,14153
394,1895
394,2285
377,4388
344,16168
63,9094
19,5528
224,13967
498,60349
157,12195
671,19640
225,14011
95,10162
632,19154
413,17376
850,21289
374,16601
56,8520
829,26830
766,20311
552,18697
394,1930
34,7020
377,3502
198,7996
219,2773
394,2151
835,21076
108,394
394,108
274,15340
622,7731
449,10828
25,1126
361,15746
74,9524
284,15637
157,1986
205,13243
175,12513
786,12966
450,17747
115,10848
313,8880
34,6946
91,9998
46,8010
975,21960
34,7425
871,6056
22,5789
377,3901
615,19228
377,3696
394,2104
34,6955
918,21666
498,18077
742,225
225,742
119,7867
189,12964
475,17868
81,9633
637,19431
498,18041
199,7712
783,20455
730,6213
464,17820
34,7199
65,58572
91,10042
904,5783
192,13104
377,3903
799,20637
397,17039
119,10959
479,143
143,479
457,394
394,457
140,11559
175,394
394,175
599,19093
185,12876
137,11512
393,216
216,393
356,16407
60,9058
47,8131
34,7378
403,17139
225,14609
377,4324
394,1716
332,15995
115,10761
175,12573
810,20772
377,4304
377,4070
427,3921
527,18463
225,14178
34,6390
77,9582
221,5421
282,15467
413,17397
741,20217
965,143
143,965
25,6062
498,18012
546,18622
234,216
216,234
398,17102
217,13577
408,17328
850,21257
313,15804
666,19591
221,13935
798,11958
34,6732
34,7398
748,5333
968,2481
91,10008
125,8489
8,5171
86,9915
826,21003
216,37758
498,18220
377,4658
347,16178
225,14498
949,21839
776,20372
381,16867
794,20525
263,15111
29,6097
153,12048
850,9940
200,13213
477,9832
8,5145
405,17224
40,7587
318,15857
377,4032
110,10590
397,17013
377,3407
926,5155
193,11048
397,440
440,397
318,9446
394,2235
225,14154
59,8955
149,8881
434,17664
34,6463
137,11504
34,7426
89,9947
225,14657
880,21515
835,21082
592,394
394,592
91,9992
20,2382
105,10506
34,6319
180,12795
143,11715
574,18596
403,17149
394,1934
227,9549
225,14452
283,3622
46,7822
517,18354
53,8452
424,10269
34,7275
565,7573
402,16964
403,17181
500,11108
19,5535
349,16212
397,16994
61,39645
157,12141
205,13328
394,1818
46,7716
144,11844
10,55409
95,10190
23,5991
326,2943
361,16427
705,18313
394,1209
141,11662
464,17833
356,16367
143,11697
221,13919
66,9267
74,9492
25,6028
546,72202
394,1713
427,17587
381,16735
960,20718
732,9520
555,9482
448,9687
157,12186
401,17117
377,4545
331,15969
394,1547
34,7139
377,3568
356,16412
225,14150
812,20802
153,31172
699,10942
323,15551
546,73622
796,20590
34,6557
565,18822
826,20993
318,15848
34,6804
442,17705
34,6472
559,18766
225,14436
716,1559
464,17821
377,3452
909,2811
937,11338
913,21627
615,19229
540,18567
331,15987
99,2109
735,394
394,735
392,16937
546,18641
584,6139
220,2866
629,4963
34,6881
34,7007
480,17934
394,1158
498,18207
394,1471
984,12347
377,4022
225,14212
377,3241
381,16752
889,21561
376,16666
959,9635
747,17597
46,7914
164,10954
671,19617
719,595
595,719
190,12985
137,11540
377,3922
149,11904
984,6636
505,8097
847,10218
725,20019
734,20115
546,34147
875,34
34,875
394,1856
554,18704
165,10243
988,22055
798,20624
34,6725
68,9332
23,5891
394,1775
837,21157
225,14432
189,5490
111,10609
331,15956
59,8954
552,18683
177,12695
68,9407
394,2069
340,16148
621,9527
883,5173
34,6443
947,21823
691,19730
191,13052
400,2093
778,10720
394,2050
677,19667
523,18374
546,18599
799,46
46,799
978,21969
683,394
394,683
377,3884
546,10395
546,18640
809,20752
20,5620
209,4891
546,48641
34,6673
46,7917
574,18870
840,17340
300,15735
624,19252
349,16209
406,8879
46,7409
487,17966
337,10400
394,1019
394,1300
225,14463
377,3648
591,18964
826,21001
620,19244
993,1532
171,12368
102,10377
47,8063
377,4651
394,1447
225,14322
381,16764
68,9427
812,20800
737,20164
403,3977
175,12594
481,394
394,481
652,394
394,652
485,394
394,485
198,13203
398,17068
111,10631
546,37943
820,2813
983,21993
58,8802
498,54665
858,7832
737,20194
74,9530
114,10731
34,6883
354,16309
34,6956
750,20247
177,12295
394,1697
243,14952
776,5057
46,7873
377,4293
143,37632
377,4258
143,11805
241,216
216,241
540,18553
991,22074
750,17019
441,9339
729,20056
284,15605
309,15781
599,19087
381,16732
550,42708
454,17768
225,14434
220,2918
23,5896
661,22689
464,16367
500,18245
377,3566
677,19689
959,8702
225,14690
530,18485
998,22114
363,16450
376,16658
329,216
216,329
34,6828
153,12053
225,7137
377,4506
34,7076
932,21714
142,0
0,142
356,16415
145,11883
175,12649
706,19845
498,18228
371,16583
732,2386
176,12685
861,5011
206,13443
31,6104
34,6559
119,10957
398,17059
225,14491
91,9953
377,4530
267,15253
921,21685
835,21087
448,6871
15,2436
225,14642
122,6279
2,2511
546,18610
100,8988
377,3526
290,15706
405,17226
546,7800
228,14766
804,20699
25,6031
151,2481
563,18790
225,14490
546,71097
416,17505
677,9357
127,11172
46,5202
189,6127
705,9096
932,16160
527,18438
835,21132
217,13765
783,6003
217,2182
826,20953
517,18353
788,17551
921,17031
534,12260
217,13815
780,10204
53,8427
705,5189
377,4525
398,6266
23,2552
377,3734
498,18233
394,1194
46,8028
33,2485
553,18701
34,6894
377,4241
225,14456
498,18225
546,17263
580,18913
143,11712
474,17863
663,19567
284,12798
217,13782
364,16499
115,10844
939,21757
331,15986
225,13976
546,7998
498,9673
970,16423
27,6076
866,11483
964,6250
928,5057
270,15269
10,43998
68,9296
152,12040
225,14478
125,11138
345,16172
251,5350
354,16333
34,6466
779,20415
366,16516
225,14287
34,6720
382,1026
861,8533
818,20870
106,4988
377,3793
394,2037
394,1050
225,1606
827,21011
377,3192
8,5125
284,15657
964,394
394,964
143,11744
897,21586
880,750
750,880
841,394
394,841
46,8007
377,4105
710,19889
189,12925
184,12830
225,14187
950,21840
271,309
309,271
835,16561
205,13272
837,8
8,837
128,11251
225,14567
34,6710
128,11191
403,17185
225,14650
144,11846
498,18210
822,20909
666,19590
83,9688
349,16289
266,9099
299,216
216,299
858,12908
316,7812
225,13987
699,19814
23,5962
158,12213
377,52018
92,10068
85,9870
882,12302
178,12780
177,12771
644,19460
663,3465
272,14745
225,14604
394,1678
206,13410
217,13738
377,3972
102,10393
115,10833
940,21766
62,9067
166,12288
221,13936
941,21772
397,17007
93,4446
40,7510
175,12640
34,6643
34,6507
595,18999
158,12206
383,216
216,383
225,14645
220,2848
66,9148
34,6502
703,19827
572,5930
34,6321
11,0
0,11
15,2716
863,21381
290,15701
143,6163
468,17840
171,12333
225,14485
638,11402
546,18604
125,11093
826,20099
225,14242
792,394
394,792
47,8139
602,19122
943,10109
255,15072
98,10292
377,4653
151,11994
743,394
394,743
434,17644
34,7424
332,16001
710,19908
943,21799
205,12398
82,0
0,82
850,21278
636,394
394,636
394,1491
377,4243
890,30871
225,14714
377,3697
508,7988
779,20396
376,1426
826,20981
225,14407
356,16397
135,11427
34,6407
400,2565
400,1696
738,4578
189,12919
48,8290
41,7645
34,6985
772,20357
225,14195
394,1037
550,18669
394,1789
143,6476
529,18484
193,13130
826,20956
853,394
394,853
34,6868
225,14250
677,19695
263,15164
34,6785
19,5510
180,12800
338,16057
377,3304
729,13789
324,11122
715,19957
172,12444
394,1792
744,20224
403,1121
34,6870
106,597
597,106
779,20433
35,7440
844,21193
800,399
399,800
623,8673
225,14258
225,14009
48,8180
263,15156
580,18919
627,19284
6,4969
510,18301
381,16723
498,18026
394,1007
225,7854
498,18106
34,7367
941,21789
136,11469
217,13789
614,5542
309,15767
225,2251
58,8734
394,2202
190,13024
68,9420
653,19145
871,21450
274,15358
225,14044
392,9614
34,6774
575,18880
47,8126
750,18514
34,6717
360,12825
112,10712
799,20638
93,10129
663,19573
354,16314
66,9275
394,1923
91,10012
963,21920
398,17070
103,10465
297,216
216,297
217,13676
217,13581
403,1397
361,16430
21,5682
192,6284
928,10247
95,10186
75,9576
15,2768
978,21965
730,20087
377,3395
377,4544
34,6743
896,9531
34,7383
903,18658
710,19879
267,15228
508,15
15,508
83,9693
406,17286
377,4567
149,11915
58,8859
809,20754
49,8324
835,21102
112,10709
97,10255
262,394
394,262
523,18379
774,20366
377,4106
34,6779
628,394
394,628
858,21352
263,15143
225,14068
143,11832
239,14809
34,6555
98,10290
171,12396
356,16400
381,11103
34,6993
696,5201
22,5796
510,18296
47,8148
175,12539
498,2254
171,12331
22,5695
225,14686
125,11158
160,12224
135,11456
929,18993
710,19867
400,1566
200,8641
22,5883
377,4099
427,17597
677,19674
567,18857
855,21315
705,13185
629,19334
217,13633
959,21899
394,1574
217,13831
115,10766
377,4018
225,14707
505,6120
354,16306
464,1728
49,37530
34,7231
498,18109
58,8834
673,4884
660,19519
909,6144
318,10436
328,216
216,328
217,13632
859,394
394,859
175,12515
394,2145
34,6753
599,19083
838,21165
850,21242
706,19844
340,5231
34,6539
988,22052
34,7241
381,16751
899,21590
377,3673
418,394
394,418
34,6805
377,3789
492,17992
737,20152
988,22046
835,21080
34,7404
523,18419
364,3120
34,6481
602,15429
46,7818
282,15473
34,6594
488,17983
46,7757
40,7538
267,15224
947,21832
349,16272
554,18709
793,20487
629,1715
871,12898
693,394
394,693
819,394
394,819
34,6434
825,20930
609,19219
710,19886
68,9372
416,17492
68,9299
34,7306
506,2492
394,2220
696,19755
217,13837
400,1815
34,7067
33,6279
377,4169
337,16044
374,16615
220,3046
642,34
34,642
128,11225
734,20130
611,19225
809,20731
34,7101
394,2332
147,2580
975,21958
918,19245
528,18482
40,7585
225,14088
267,15225
794,20528
668,18718
562,18787
20,5663
376,16650
403,17182
822,20914
59,9050
225,13991
225,14605
14,5394
539,18504
225,14032
394,1180
377,3265
941,21779
806,20705
581,5443
225,13999
812,20790
394,2221
691,19728
710,19934
68,9335
184,11758
657,19513
46,65639
377,3602
662,19557
47,7143
575,18878
34,6433
349,16194
205,13290
932,2824
398,1769
208,217
217,208
349,16243
416,5108
177,12718
397,4772
189,12910
954,7779
849,21225
97,10237
115,10864
217,13695
225,14299
377,3943
527,18481
498,18219
175,12510
793,794
794,793
786,20465
826,20977
377,3680
757,394
394,757
116,10853
349,16251
514,17600
546,19849
750,14858
46,1597
421,16561
225,14448
398,17093
75,143
143,75
225,14397
198,4695
818,20860
818,20869
221,4317
960,7996
68,9334
97,10232
694,19735
25,6013
225,14580
349,16222
8,5093
141,11670
871,21430
112,10679
844,21189
125,11099
553,18220
398,17054
118,8239
516,18337
710,19942
835,21048
34,6560
377,1393
46,7831
807,20713
835,21075
128,4717
151,11990
342,216
216,342
104,10492
401,2588
6,4940
175,12602
128,1596
34,7268
394,1810
373,8346
225,6953
376,8692
34,6788
835,21061
49,8380
128,11259
15,2710
685,2806
292,15134
766,20319
46,8002
871,21433
177,12750
894,21580
85,9771
527,18465
111,10660
332,16008
940,2191
883,7324
354,16334
734,20126
12,5258
225,14687
954,21862
171,12393
661,7462
340,16111
368,13533
270,15271
171,12354
331,15973
729,20075
58,8854
381,16803
185,4515
74,9511
48,8285
677,19675
988,5408
695,8991
497,5490
513,16742
954,8057
408,44029
211,13529
143,11741
416,17429
320,15921
888,7651
171,12338
223,15087
34,6692
138,2490
534,6417
543,18570
225,14575
184,12820
34,6649
99,10294
715,19954
577,7583
403,13741
394,2120
56,8548
410,17374
265,15207
963,9186
911,394
394,911
403,17207
835,21099
86,9918
602,19139
225,13985
400,2256
192,10122
34,6342
402,17121
539,6118
243,14930
381,9369
798,20623
662,19555
46,7967
225,13666
776,20373
366,16531
546,76107
32,6136
66,9206
918,21668
473,400
400,473
263,15136
367,4675
400,1063
217,13754
366,7364
59,9048
779,20411
225,14351
662,19553
356,15329
225,14356
34,6679
989,22058
111,10638
15,1677
550,9234
8,4994
180,12797
377,3268
54,8459
198,13170
790,20482
131,11320
796,20613
220,3023
734,20125
796,20595
68,9415
135,11445
184,11805
34,6835
217,13690
175,12551
699,19816
812,20802
677,19686
34,7026
572,4697
225,13692
918,21650
394,32788
111,8650
400,63715
349,6884
665,724
724,665
835,10880
398,17047
502,18250
225,14468
936,21731
671,19610
177,7580
394,2126
970,21940
498,18208
46,7923
340,16127
225,14730
191,4699
59,5434
869,18996
56,5739
918,21667
354,16324
4,4863
56,8588
226,13965
225,14166
471,394
394,471
523,4707
30,6101
377,4585
605,19206
377,4327
851,21305
498,18010
736,8861
663,19584
866,21388
835,21051
835,21047
870,21415
356,16377
185,12874
406,9248
941,21792
808,20720
975,21959
389,8331
281,15393
549,18340
821,20900
122,11045
710,19875
398,17046
377,3546
110,10578
184,12819
871,10627
394,1274
40,7568
68,9335
815,13273
943,15515
34,6564
437,17673
774,20368
192,13118
560,394
394,560
818,20891
398,17091
81,9663
984,22021
34,7222
268,216
216,268
163,12251
907,21616
320,8
8,320
225,14708
32,6259
994,185
185,994
125,11070
263,15108
656,17919
115,10869
568,18858
20,5638
8,5138
377,3187
358,216
216,358
281,15417
175,12525
220,2853
608,19216
462,3197
185,12851
329,15953
16,5456
85,9817
177,12712
601,2481
377,4365
724,2826
671,19623
710,9654
34,6936
34,7407
998,22101
918,21638
952,1571
740,20216
737,20153
712,7751
34,6734
34,7225
34,6990
733,20103
377,4178
171,12380
225,14122
281,15382
217,13588
3,4792
737,20143
15,2767
68,9400
25,6068
40,7495
468,17838
671,19607
15,1274
377,4417
918,21670
40,7573
381,16737
15,1002
267,15231
864,4868
121,11022
290,15713
377,3548
394,2409
356,16401
779,20421
245,14990
799,20634
796,20604
22,5738
377,4163
551,1521
125,11096
34,7374
604,4470
826,18397
377,3707
827,21010
476,17888
34,7202
807,20712
838,21160
149,11925
400,2549
99,2994
283,15517
397,17034
377,4568
17,5474
66,9194
337,16039
115,10760
394,14509
402,17122
427,17581
85,4234
377,3337
282,13886
243,14896
883,21525
823,20924
800,15
15,800
158,12197
198,13166
227,1245
812,20786
510,18278
677,19698
40,7605
609,7669
15,2711
239,10975
663,3465
930,21704
687,394
394,687
498,17275
194,4860
22,5804
15,2189
282,9933
55,5076
826,20941
394,1537
318,9510
105,10538
403,3916
220,2936
809,20733
381,16806
34,6920
726,1500
263,15169
779,20429
88,9929
296,216
216,296
963,21907
180,12806
191,13051
34,6378
84,532
532,84
3,4836
862,4759
540,18552
172,12417
737,2609
34,7166
809,20727
955,21761
377,3307
136,3363
272,15301
125,11117
663,19583
487,17977
502,2476
778,16635
377,4654
331,15985
34,7249
525,7008
453,8058
34,24850
128,11256
34,6595
647,19475
397,2283
377,4333
510,18304
377,4559
23,5951
114,1560
789,15622
405,17217
255,15074
381,16795
124,11063
179,12787
629,19296
1,5559
932,7658
91,10018
395,14614
175,5723
377,4037
50,8393
143,11700
74,9480
149,11939
14,5376
225,14597
46,7816
669,19594
389,11688
756,20280
450,17746
91,9962
826,20970
225,2684
15,1711
340,9112
377,3324
546,75940
386,1847
686,19718
809,20767
377,4335
34,6800
225,14643
377,4624
143,11823
710,19937
109,10554
243,14899
1,3540
377,3425
699,9302
34,7180
158,3738
487,17975
734,20138
398,17109
205,8904
189,12920
149,11923
157,12192
579,5062
137,11471
225,14556
171,12362
377,3802
263,15149
74,9471
46,7951
710,19907
809,20759
281,15426
46,7991
34,6923
568,4887
715,12798
168,12315
377,4425
403,17126
217,13853
803,46
46,803
579,8299
603,4136
366,16530
290,9563
140,11602
750,20249
116,8970
81,8578
900,21592
377,3744
377,4331
525,18428
434,17650
626,19280
66,9117
206,5206
49,5503
534,6888
143,0
0,143
475,17881
850,21263
116,10936
34,7115
172,12445
151,12024
546,22922
725,20011
848,21220
858,4363
128,11210
310,10269
375,2410
376,16652
645,19462
734,20127
400,1107
121,11025
475,17886
494,400
400,494
85,9818
595,18997
66,9272
408,10608
58,8744
9,5203
377,4603
14,5423
112,10694
15,2753
311,15784
171,12385
265,15183
281,15405
725,20044
737,20166
15,2326
377,3801
729,2787
498,18196
818,20848
374,16625
192,13112
96,10215
205,13321
377,3585
300,15735
368,16536
703,19828
59,9042
730,20087
550,18674
85,9887
34,6836
472,17850
225,14103
168,12319
157,12119
937,6190
846,14853
46,7947
97,10233
994,2524
14,5362
627,19290
403,17175
671,19619
116,10930
354,16342
498,18094
225,14133
837,1621
394,1672
850,21248
976,21961
546,14686
871,13654
448,17738
27,6074
876,6168
35,7437
217,12015
398,17062
34,3731
546,59641
403,4228
177,12768
600,19101
398,2771
773,15404
281,15404
189,12917
400,2546
106,10545
403,17171
66,8642
25,6015
320,15914
34,6714
813,84
84,813
416,17449
377,4617
442,4899
394,2376
818,20875
811,4675
564,18799
577,18905
281,15401
225,14570
377,3289
835,21150
403,17173
581,394
394,581
877,394
394,877
143,11783
394,1921
540,18538
192,8978
115,10885
911,2481
394,1167
374,16629
205,10850
645,17560
267,15259
1,4763
734,20129
225,14476
84,1638
213,45133
225,14479
62,9078
464,17832
836,21153
176,11503
3,4831
47,8110
710,19615
983,22001
34,3780
795,13537
498,18019
96,10211
377,4640
392,16936
282,15474
377,3890
408,17310
15,2763
394,1151
15,2719
416,17477
537,1801
918,21648
263,15130
121,11032
988,22035
826,20942
368,16533
799,20648
34,6761
602,19165
34,2901
730,20088
34,6449
389,16903
225,14455
970,21944
981,21979
22,5717
377,3752
552,4825
394,2113
722,217
217,722
377,4214
345,7612
503,18251
835,21149
157,9811
536,394
394,536
435,394
394,435
185,11539
498,18124
190,13033
434,17639
22,5860
377,3215
394,1175
203,394
394,203
381,16871
35,7446
85,9788
377,4377
119,7822
552,18694
394,2017
177,12722
298,7286
498,11823
745,12220
677,19661
40,7542
34,7023
850,21244
97,10236
91,9969
47,8146
730,31453
47,8071
939,21762
835,21042
883,21548
190,12990
62,9066
389,16923
29,6091
34,6313
206,13357
448,17736
251,15066
65,9101
453,17758
844,21205
377,4396
163,12254
400,2089
125,11152
318,15874
225,2701
34,7085
546,18620
495,400
400,495
397,17028
580,13254
216,2429
221,13898
377,3181
537,394
394,537
177,12754
699,19778
34,7147
65,2492
835,21067
349,16195
377,4190
381,16853
851,5569
921,21686
544,18579
593,1901
834,21041
209,13505
58,8715
263,15089
143,11834
377,4289
394,1421
619,5152
157,12138
143,11703
394,2336
725,15195
83,9692
818,18969
983,8544
56,8590
206,13476
897,19
19,897
490,17986
807,20709
394,1264
835,21128
377,3274
34,6942
235,14784
